laptop_id,company,product,typename,inches,ram(GB),opsys,weight(kg),price_euros,touchscreen,resolution,cpu_speed(GHz),cpu_brand,gpu_brand,memory_1_sto(GB),memory_1_type,memory_2_sto(GB),memory_2_type
338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,8.0,Windows 10,2.0,1334.0,0,1920x1080,2.7,Intel,Intel,256.0,SSD,1000.0,HDD
339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4.0,Windows 10,1.85,449.0,0,1920x1080,2.0,Intel,Intel,1000.0,HDD,0.0,NaN
340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,8.0,Windows 10,2.5,999.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,0.0,NaN
341,HP,EliteBook 840,Notebook,14.0,8.0,Windows 10,1.48,1268.0,0,1920x1080,2.6,Intel,Intel,256.0,SSD,0.0,NaN
342,Dell,Inspiron 7570,Ultrabook,15.6,8.0,Windows 10,1.9,1049.0,0,1920x1080,1.6,Intel,Nvidia,128.0,SSD,1000.0,HDD
343,HP,Elitebook 850,Notebook,15.6,8.0,Windows 10,1.84,1144.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
344,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,4.0,Linux,2.0,274.99,0,1366x768,1.1,Intel,Intel,1000.0,HDD,0.0,NaN
345,Dell,Inspiron 7570,Notebook,15.6,8.0,Windows 10,2.0,1142.75,0,1920x1080,1.6,Intel,Nvidia,256.0,SSD,0.0,NaN
346,Dell,Inspiron 3552,Notebook,15.6,4.0,Linux,2.2,274.9,0,1366x768,1.6,Intel,Intel,500.0,HDD,0.0,NaN
347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12.0,Windows 10,2.2,899.0,0,1920x1080,3.6,AMD,AMD,2000.0,HDD,0.0,NaN
348,HP,ProBook 450,Notebook,15.6,8.0,Windows 10,2.1,716.0,0,1920x1080,2.4,Intel,Nvidia,1000.0,HDD,0.0,NaN
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16.0,Windows 10,1.4,2099.0,1,3840x2160,1.8,Intel,Intel,512.0,SSD,0.0,NaN
350,Dell,XPS 13,Ultrabook,13.3,8.0,Windows 10,1.2,1579.0,0,1920x1080,1.8,Intel,Intel,256.0,SSD,0.0,NaN
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16.0,Windows 10,2.4,1129.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,2000.0,HDD
352,HP,Stream 14-AX001nv,Notebook,14.0,2.0,Windows 10,1.44,279.0,0,1366x768,1.6,Intel,Intel,32.0,FlashStorage,0.0,NaN
353,Dell,Latitude 5590,Ultrabook,15.6,16.0,Windows 10,1.88,1607.96,0,1920x1080,1.9,Intel,Intel,512.0,SSD,256.0,SSD
354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,4.0,Windows 10,1.5,375.0,1,1366x768,1.1,Intel,Intel,32.0,FlashStorage,0.0,NaN
355,Dell,Inspiron 5570,Ultrabook,15.6,8.0,Windows 10,1.9,663.0,0,1920x1080,1.6,Intel,AMD,1000.0,HDD,0.0,NaN
356,Dell,XPS 15,Notebook,15.6,16.0,Windows 10,2.06,2027.42,1,3840x2160,2.8,Intel,Nvidia,512.0,SSD,0.0,NaN
357,HP,Elitebook 850,Notebook,15.6,8.0,Windows 10,1.84,1304.0,0,1920x1080,2.7,Intel,Intel,256.0,SSD,0.0,NaN
358,MSI,GP72MVR 7RFX,Gaming,17.3,8.0,Windows 10,2.7,1409.0,0,1920x1080,2.8,Intel,Nvidia,128.0,SSD,1000.0,HDD
359,HP,Zbook 15,Workstation,15.6,8.0,Windows 10,2.6,1738.27,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,0.0,NaN
360,Toshiba,Tecra A50-C-21G,Notebook,15.6,16.0,Windows 10,2.4,1403.0,0,1920x1080,2.5,Intel,Nvidia,512.0,SSD,0.0,NaN
361,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.02,970.9,0,1920x1080,1.8,Intel,AMD,128.0,SSD,2000.0,HDD
362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4.0,Windows 10,2.2,321.99,0,1366x768,1.1,Intel,Intel,1000.0,HDD,0.0,NaN
363,Dell,Inspiron 7577,Gaming,15.6,8.0,Windows 10,2.65,999.0,0,1920x1080,2.5,Intel,Nvidia,1000.0,HDD,0.0,NaN
364,Dell,Inspiron 3567,Notebook,15.6,8.0,Windows 10,2.36,557.37,1,1366x768,2.5,Intel,Intel,2000.0,HDD,0.0,NaN
365,Dell,Latitude 7480,Notebook,14.0,8.0,Windows 10,1.36,1427.0,0,1920x1080,2.6,Intel,Intel,256.0,SSD,0.0,NaN
366,HP,250 G6,Notebook,15.6,4.0,Windows 10,1.86,439.0,0,1366x768,2.0,Intel,Intel,500.0,HDD,0.0,NaN
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,8.0,Windows 10,2.0,945.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6.0,Windows 10,2.8,719.0,0,1600x900,2.5,Intel,Nvidia,128.0,SSD,1000.0,HDD
369,HP,250 G6,Notebook,15.6,8.0,Windows 10,1.86,639.0,0,1920x1080,2.5,Intel,Intel,1000.0,HDD,0.0,NaN
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8.0,Windows 10,2.2,499.0,0,1366x768,2.0,Intel,Nvidia,256.0,SSD,0.0,NaN
371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8.0,Windows 10,2.04,389.0,0,1366x768,1.6,Intel,Intel,2000.0,HDD,0.0,NaN
372,Dell,Inspiron 5770,Notebook,17.3,8.0,Windows 10,2.8,1085.0,0,1920x1080,1.6,Intel,AMD,128.0,SSD,1000.0,HDD
373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8.0,Windows 10,2.4,809.0,0,1920x1080,2.5,Intel,Nvidia,128.0,SSD,1000.0,HDD
374,Dell,Inspiron 5567,Notebook,15.6,8.0,Windows 10,2.33,899.0,0,1920x1080,2.7,Intel,AMD,256.0,SSD,0.0,NaN
375,HP,Elitebook 1040,Ultrabook,14.0,8.0,Windows 10,1.36,1750.0,0,1920x1080,2.7,Intel,Intel,256.0,SSD,0.0,NaN
376,Asus,ZenBook Flip,2 in 1 Convertible,15.6,12.0,Windows 10,2.26,1099.0,1,1920x1080,2.7,Intel,Nvidia,512.0,SSD,2000.0,HDD
377,Acer,Aspire 3,Notebook,15.6,4.0,Windows 10,2.1,426.0,0,1366x768,3.0,AMD,AMD,128.0,SSD,0.0,NaN
378,Asus,Rog Strix,Gaming,17.3,16.0,Windows 10,3.25,2199.0,0,1920x1080,3.0,AMD,AMD,256.0,SSD,1000.0,HDD
379,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4.0,Windows 10,2.6,489.0,0,1600x900,2.2,AMD,AMD,128.0,SSD,0.0,NaN
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8.0,Windows 10,1.62,869.01,1,1920x1080,1.8,Intel,Intel,256.0,SSD,0.0,NaN
381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,4.0,Windows 10,1.91,488.99,0,1920x1080,3.0,AMD,AMD,256.0,SSD,0.0,NaN
382,Lenovo,Yoga 11e,Netbook,11.6,4.0,Windows 10,1.59,553.0,0,1366x768,1.1,Intel,Intel,128.0,SSD,0.0,NaN
383,Dell,Inspiron 3552,Notebook,15.6,4.0,Windows 10,1.8,309.0,0,1366x768,1.6,Intel,Intel,500.0,HDD,0.0,NaN
384,Asus,VivoBook E403NA,Notebook,14.0,4.0,Windows 10,1.5,286.0,0,1366x768,1.1,Intel,Intel,32.0,FlashStorage,0.0,NaN
385,Acer,Aspire 7,Notebook,15.6,8.0,Linux,2.4,846.0,0,1920x1080,2.8,Intel,Nvidia,1000.0,HDD,0.0,NaN
386,HP,Omen 17-w212nv,Gaming,17.3,8.0,Windows 10,3.35,1191.0,0,1920x1080,2.8,Intel,Nvidia,128.0,SSD,1000.0,HDD
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,4.0,Windows 10,1.85,403.5,0,1920x1080,2.0,Intel,Intel,128.0,SSD,0.0,NaN
388,Asus,ROG Strix,Gaming,15.6,8.0,Windows 10,2.3,1655.0,0,1920x1080,2.8,Intel,Nvidia,128.0,SSD,1000.0,HDD
389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,8.0,Windows 10,1.5,1099.0,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
390,Asus,Zenbook Flip,Ultrabook,13.3,16.0,Windows 10,1.1,1748.9,1,1920x1080,2.7,Intel,Intel,512.0,SSD,0.0,NaN
391,Lenovo,Thinkpad X1,Ultrabook,14.0,8.0,Windows 10,1.13,2282.0,0,2560x1440,2.7,Intel,Intel,512.0,SSD,0.0,NaN
392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4.0,Windows 10,1.5,549.0,0,1920x1080,2.4,Intel,Intel,128.0,SSD,0.0,NaN
393,Dell,Precision 3510,Workstation,15.6,8.0,Windows 10,2.23,1369.0,0,1920x1080,2.6,Intel,AMD,500.0,HDD,0.0,NaN
394,Dell,Precision 5520,Workstation,15.6,8.0,Windows 10,2.0,2135.0,0,1920x1080,2.7,Intel,Nvidia,256.0,SSD,0.0,NaN
395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16.0,Windows 10,1.42,2509.0,1,2560x1440,2.7,Intel,Intel,512.0,SSD,0.0,NaN
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,8.0,Windows 10,3.0,1039.0,0,1920x1080,2.8,Intel,Nvidia,1000.0,HDD,0.0,NaN
397,Asus,Rog GL753VE-GC070T,Gaming,17.3,16.0,Windows 10,3.0,1591.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
399,Acer,Aspire 5,Notebook,15.6,12.0,Windows 10,2.2,693.99,0,1366x768,1.6,Intel,Nvidia,1000.0,HDD,0.0,NaN
400,MSI,Leopard GP72M,Gaming,17.3,8.0,Windows 10,2.7,1349.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,0.0,NaN
401,Dell,Inspiron 5567,Notebook,15.6,8.0,Linux,2.33,778.87,0,1920x1080,2.7,Intel,AMD,256.0,SSD,0.0,NaN
402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,4.0,Windows 10,1.91,499.0,0,1920x1080,3.0,AMD,AMD,256.0,SSD,0.0,NaN
403,Lenovo,ThinkPad E580,Notebook,15.6,8.0,Windows 10,2.1,1229.56,0,1920x1080,1.8,Intel,AMD,256.0,SSD,0.0,NaN
404,Lenovo,ThinkPad L470,Notebook,14.0,8.0,Windows 10,1.9,938.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
405,Dell,Precision M5520,Workstation,15.6,8.0,Windows 10,1.78,2712.0,1,3840x2160,2.8,Intel,Nvidia,256.0,SSD,0.0,NaN
406,Lenovo,Thinkpad X1,Ultrabook,14.0,16.0,Windows 10,1.13,2625.0,0,2560x1440,2.7,Intel,Intel,1000.0,SSD,0.0,NaN
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4.0,Windows 10,2.2,306.0,0,1366x768,1.1,Intel,Intel,1000.0,HDD,0.0,NaN
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,16.0,Windows 10,2.9,1529.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
409,Lenovo,ThinkPad E580,Notebook,15.6,8.0,Windows 10,2.1,1144.5,0,1920x1080,1.6,Intel,AMD,256.0,SSD,1000.0,HDD
410,Acer,Aspire 7,Notebook,15.6,8.0,Linux,2.5,879.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,0.0,NaN
411,MSI,GE73VR 7RF,Gaming,17.3,16.0,Windows 10,2.8,2249.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
412,Asus,Zenbook 3,Ultrabook,14.0,8.0,Windows 10,1.1,1873.0,0,1920x1080,2.7,Intel,Intel,512.0,SSD,0.0,NaN
413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,16.0,Windows 10,1.2,1747.0,0,1920x1080,2.5,Intel,Intel,512.0,SSD,0.0,NaN
414,Dell,Latitude 7480,Ultrabook,14.0,8.0,Windows 10,1.36,1680.0,0,1920x1080,2.8,Intel,Intel,512.0,SSD,0.0,NaN
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4.0,Windows 10,2.2,409.0,0,1920x1080,2.0,Intel,Intel,500.0,HDD,0.0,NaN
416,Lenovo,Lenovo IdeaPad,Notebook,11.6,2.0,Windows 10,1.15,304.45,0,1366x768,1.1,Intel,Intel,32.0,FlashStorage,0.0,NaN
417,Lenovo,ThinkPad P51,Workstation,15.6,8.0,Windows 10,2.67,1925.0,0,1920x1080,2.8,Intel,Nvidia,512.0,SSD,0.0,NaN
418,Lenovo,Thinkpad T470p,Ultrabook,14.0,8.0,Windows 10,1.7,1943.0,0,2560x1440,2.8,Intel,Nvidia,512.0,SSD,0.0,NaN
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4.0,Windows 10,2.1,469.0,0,1920x1080,2.0,Intel,AMD,1000.0,HDD,0.0,NaN
420,Acer,Aspire R7,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,789.01,1,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8.0,Windows 10,1.27,928.0,1,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
422,Dell,Inspiron 3567,Notebook,15.6,4.0,Linux,2.3,598.9,0,1920x1080,2.5,Intel,AMD,256.0,SSD,0.0,NaN
423,Dell,Latitude 3380,Notebook,13.3,4.0,Windows 10,1.65,689.0,0,1366x768,2.0,Intel,Intel,128.0,SSD,0.0,NaN
424,HP,EliteBook 1040,Ultrabook,14.0,8.0,Windows 10,1.43,1500.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
425,Dell,Inspiron 3567,Notebook,15.6,8.0,Windows 10,2.14,539.95,0,1366x768,2.5,Intel,Intel,1000.0,HDD,0.0,NaN
426,Lenovo,ThinkPad E480,Ultrabook,14.0,8.0,Windows 10,1.75,1215.38,0,1920x1080,1.8,Intel,AMD,256.0,SSD,0.0,NaN
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,16.0,Windows 10,2.0,1899.0,1,3840x2160,2.8,Intel,Nvidia,512.0,SSD,0.0,NaN
428,Chuwi,LapBook 12.3,Notebook,12.3,6.0,Windows 10,1.4,449.0,0,2736x1824,1.1,Intel,Intel,64.0,FlashStorage,0.0,NaN
429,HP,ProBook 650,Notebook,15.6,8.0,Windows 10,2.31,1427.0,0,1920x1080,2.9,Intel,Intel,256.0,SSD,0.0,NaN
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8.0,Linux,2.3,597.0,0,1920x1080,2.4,Intel,Nvidia,1000.0,HDD,0.0,NaN
431,Dell,Alienware 17,Gaming,17.3,16.0,Windows 10,4.42,2799.0,0,2560x1440,2.9,Intel,Nvidia,256.0,SSD,1000.0,HDD
432,Dell,Inspiron 7577,Gaming,15.6,8.0,Windows 10,2.62,1159.0,0,1920x1080,2.8,Intel,Nvidia,128.0,SSD,1000.0,HDD
433,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.02,1142.4,0,1920x1080,1.8,Intel,AMD,256.0,SSD,2000.0,HDD
434,Dell,Latitude 5480,Ultrabook,14.0,8.0,Linux,1.6,1099.0,0,1920x1080,2.8,Intel,Intel,256.0,SSD,0.0,NaN
435,HP,Omen 17-w207nv,Gaming,17.3,12.0,Windows 10,3.35,1999.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,4.0,Windows 10,1.16,299.0,1,1920x1080,1.1,Intel,Intel,32.0,SSD,0.0,NaN
437,Samsung,Chromebook 3,Netbook,11.6,4.0,Chrome OS,1.15,269.0,0,1366x768,1.6,Intel,Intel,16.0,FlashStorage,0.0,NaN
438,Lenovo,Thinkpad 13,Notebook,13.3,8.0,Windows 10,1.4,1010.0,0,1920x1080,2.7,Intel,Intel,256.0,SSD,0.0,NaN
439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4.0,Windows 10,1.7,599.0,0,1920x1080,2.7,Intel,Intel,128.0,SSD,0.0,NaN
440,Lenovo,Thinkpad T570,Workstation,15.6,16.0,Windows 10,2.3,2445.0,0,3840x2160,2.8,Intel,Nvidia,512.0,SSD,0.0,NaN
441,Lenovo,Thinkpad P51,Notebook,15.6,16.0,Windows 10,2.5,2449.0,0,1920x1080,2.9,Intel,Nvidia,512.0,SSD,0.0,NaN
442,Asus,Rog Strix,Gaming,17.3,8.0,Windows 10,3.2,1695.0,0,1920x1080,3.2,AMD,AMD,256.0,SSD,1000.0,HDD
443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4.0,Windows 10,2.1,347.0,0,1366x768,1.6,Intel,Intel,500.0,HDD,0.0,NaN
444,Google,Pixelbook (Core,Ultrabook,12.3,16.0,Chrome OS,1.1,2199.0,1,2400x1600,1.3,Intel,Intel,512.0,SSD,0.0,NaN
445,Lenovo,ThinkPad T470s,Ultrabook,14.0,24.0,Windows 10,1.32,2382.0,0,2560x1440,2.7,Intel,Intel,512.0,SSD,0.0,NaN
446,Asus,VivoBook Max,Notebook,15.6,4.0,Linux,2.0,559.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
447,Lenovo,IdeaPad 320-15AST,Notebook,17.3,8.0,Windows 10,2.8,519.0,0,1600x900,2.5,AMD,AMD,1000.0,HDD,0.0,NaN
448,Dell,Inspiron 5570,Notebook,15.6,4.0,Windows 10,2.2,749.0,0,1920x1080,1.6,Intel,AMD,256.0,SSD,0.0,NaN
449,Lenovo,ThinkPad X270,Ultrabook,12.5,8.0,Windows 10,1.36,1429.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4.0,Windows 10,2.2,349.0,0,1920x1080,1.1,Intel,Intel,128.0,SSD,0.0,NaN
451,HP,Omen 15-AX205na,Gaming,15.6,8.0,Windows 10,2.2,1099.0,0,1920x1080,2.8,Intel,Nvidia,128.0,SSD,1000.0,HDD
452,Dell,Latitude 5480,Notebook,14.0,8.0,Windows 10,1.64,1179.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,0.0,NaN
453,Acer,Aspire ES1-572,Notebook,15.6,4.0,Linux,2.4,441.8,0,1366x768,2.5,Intel,Intel,500.0,HDD,0.0,NaN
454,Dell,Precision 3520,Workstation,15.6,8.0,Windows 10,2.23,1993.0,0,1920x1080,3.0,Intel,Nvidia,64.0,FlashStorage,1000.0,HDD
455,MSI,GV62 7RD-1686NL,Gaming,15.6,8.0,Windows 10,2.2,1027.74,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
456,Microsoft,Surface Laptop,Ultrabook,13.5,16.0,Windows 10 S,1.25,2589.0,1,2256x1504,2.5,Intel,Intel,512.0,SSD,0.0,NaN
457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8.0,Windows 10,1.91,589.0,0,1366x768,2.5,Intel,Intel,128.0,SSD,0.0,NaN
458,Dell,Precision 3520,Workstation,15.6,16.0,Windows 10,2.17,1975.0,0,1920x1080,2.7,Intel,Nvidia,256.0,SSD,0.0,NaN
459,HP,ProBook 650,Workstation,15.6,8.0,Windows 10,2.31,1534.0,0,1920x1080,2.9,Intel,Intel,512.0,SSD,0.0,NaN
460,Lenovo,ThinkPad T470,Notebook,14.0,8.0,Windows 10,1.65,1345.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
461,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.36,979.0,0,1920x1080,1.8,Intel,AMD,128.0,SSD,1000.0,HDD
462,Dell,Inspiron 3168,2 in 1 Convertible,11.6,4.0,Windows 10,1.47,479.0,1,1366x768,1.6,Intel,Intel,500.0,HDD,0.0,NaN
463,Dell,Alienware 17,Notebook,17.3,8.0,Windows 10,4.42,2046.0,0,1920x1080,2.7,Intel,Nvidia,1000.0,HDD,0.0,NaN
464,Microsoft,Surface Laptop,Ultrabook,13.5,4.0,Windows 10 S,1.252,989.0,1,2256x1504,2.2,Intel,Intel,128.0,SSD,0.0,NaN
465,Microsoft,Surface Laptop,Ultrabook,13.5,8.0,Windows 10 S,1.25,1799.0,1,2256x1504,2.5,Intel,Intel,256.0,SSD,0.0,NaN
466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8.0,Windows 10,2.5,639.9,0,1600x900,2.0,Intel,Intel,256.0,SSD,0.0,NaN
467,Acer,Aspire E5-576G,Notebook,15.6,4.0,Windows 10,2.23,544.0,0,1920x1080,2.0,Intel,Nvidia,1000.0,HDD,0.0,NaN
468,Acer,TravelMate B,Netbook,11.6,4.0,Windows 10,1.4,435.0,0,1366x768,1.6,Intel,Intel,128.0,SSD,0.0,NaN
469,Asus,Pro P2540UA-AB51,Notebook,15.6,8.0,Windows 10,2.37,749.0,0,1920x1080,2.5,Intel,Intel,1000.0,HDD,0.0,NaN
470,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,8.0,Windows 10,1.5,799.0,0,1920x1080,2.7,Intel,AMD,512.0,SSD,0.0,NaN
471,Lenovo,Thinkpad P51,Notebook,15.6,8.0,Windows 10,2.67,2090.0,0,1920x1080,2.9,Intel,Nvidia,256.0,SSD,0.0,NaN
472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4.0,Windows 10,2.0,304.0,0,1366x768,1.1,Intel,Intel,500.0,HDD,0.0,NaN
473,Acer,Aspire 5,Notebook,15.6,4.0,Windows 10,2.2,469.0,0,1366x768,2.0,Intel,Nvidia,500.0,HDD,0.0,NaN
474,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.02,759.0,0,1920x1080,1.6,Intel,AMD,2000.0,HDD,0.0,NaN
475,HP,Omen 17-an006nv,Gaming,17.3,12.0,Windows 10,3.78,1699.0,0,1920x1080,2.8,Intel,Nvidia,1000.0,HDD,0.0,NaN
476,Lenovo,Thinkpad T460s,Ultrabook,14.0,12.0,Windows 10,1.4,1858.0,0,2560x1440,2.6,Intel,Intel,256.0,SSD,0.0,NaN
477,HP,Spectre x360,2 in 1 Convertible,13.3,8.0,Windows 10,1.29,1999.0,1,3840x2160,1.8,Intel,Intel,512.0,SSD,0.0,NaN
478,HP,ZBook 15u,Notebook,15.6,8.0,Windows 10,1.9,1154.0,0,1920x1080,2.5,Intel,AMD,500.0,HDD,0.0,NaN
479,Google,Pixelbook (Core,Ultrabook,12.3,8.0,Chrome OS,1.1,1275.0,1,2400x1600,1.2,Intel,Intel,128.0,SSD,0.0,NaN
480,Dell,Latitude 7390,Ultrabook,13.3,8.0,Windows 10,1.42,1841.85,1,1920x1080,1.6,Intel,Intel,256.0,SSD,0.0,NaN
481,Asus,ZenBook Pro,Notebook,15.6,12.0,Windows 10,2.06,1299.0,0,3840x2160,2.6,Intel,Intel,128.0,SSD,1000.0,HDD
482,Dell,Latitude E5470,Notebook,14.0,8.0,Windows 10,1.79,740.0,0,1366x768,2.3,Intel,Intel,128.0,SSD,0.0,NaN
483,Dell,Precision M5520,Workstation,15.6,8.0,Windows 10,1.78,2408.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,0.0,NaN
484,Lenovo,Thinkpad T470,Notebook,14.0,8.0,Windows 10,1.7,1364.0,0,1920x1080,2.5,Intel,Intel,180.0,SSD,0.0,NaN
485,Dell,Inspiron 3576,Notebook,15.6,8.0,Windows 10,2.2,675.0,0,1920x1080,1.6,Intel,AMD,1000.0,HDD,0.0,NaN
486,Toshiba,Portege X30-D-10J,Notebook,13.3,8.0,Windows 10,1.05,1672.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
487,Dell,Inspiron 7570,Notebook,15.6,8.0,Windows 10,2.16,1262.0,0,1920x1080,1.8,Intel,Nvidia,512.0,SSD,0.0,NaN
488,Dell,Vostro 3568,Notebook,15.6,4.0,Windows 10,2.18,586.6,0,1366x768,2.4,Intel,Intel,1000.0,HDD,0.0,NaN
489,HP,ProBook 430,Notebook,13.3,4.0,Windows 10,1.49,726.0,0,1920x1080,1.6,Intel,Intel,128.0,SSD,0.0,NaN
490,Chuwi,"Lapbook 15,6",Notebook,15.6,4.0,Windows 10,1.89,248.9,0,1920x1080,1.44,Intel,Intel,64.0,FlashStorage,0.0,NaN
491,Lenovo,ThinkPad E570,Notebook,15.6,4.0,Windows 10,2.3,565.0,0,1366x768,2.0,Intel,Intel,128.0,SSD,0.0,NaN
492,Lenovo,ThinkPad E480,Notebook,14.0,8.0,Windows 10,1.75,1049.0,0,1920x1080,1.6,Intel,Intel,256.0,SSD,0.0,NaN
493,Dell,Precision 3520,Workstation,15.6,16.0,Windows 10,2.17,2338.0,0,1920x1080,2.7,Intel,Nvidia,512.0,SSD,0.0,NaN
494,Dell,XPS 15,Notebook,15.6,16.0,Windows 10,2.06,1899.0,0,1920x1080,2.8,Intel,Nvidia,512.0,SSD,0.0,NaN
495,Lenovo,Thinkpad X270,Ultrabook,12.5,16.0,Windows 10,1.36,1798.0,0,1920x1080,2.7,Intel,Intel,512.0,SSD,0.0,NaN
496,Asus,Zenbook UX390UA,Ultrabook,12.5,16.0,Windows 10,0.91,1950.0,0,1920x1080,2.7,Intel,Intel,512.0,SSD,0.0,NaN
497,Lenovo,Thinkpad E570,Notebook,15.6,8.0,Windows 10,2.3,1011.99,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,32.0,Windows 10,1.05,2799.0,1,1920x1080,2.7,Intel,Intel,512.0,SSD,0.0,NaN
499,Asus,VivoBook Pro,Gaming,15.6,8.0,Windows 10,1.99,1350.0,0,1920x1080,2.8,Intel,Nvidia,128.0,SSD,1000.0,HDD
500,Acer,Aspire 5,Notebook,15.6,8.0,Windows 10,2.2,579.0,0,1366x768,2.5,AMD,AMD,1000.0,HDD,0.0,NaN
501,Asus,Rog G752VL-UH71T,Gaming,17.3,24.0,Windows 10,4.33,1269.0,1,1920x1080,2.6,Intel,Nvidia,256.0,SSD,1000.0,HDD
502,Lenovo,Thinkpad X260,Ultrabook,12.5,8.0,Windows 10,1.3,1099.0,0,1366x768,2.3,Intel,Intel,180.0,SSD,0.0,NaN
503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8.0,Windows 10,2.17,898.9,0,1920x1080,1.8,Intel,Intel,256.0,SSD,0.0,NaN
504,HP,EliteBook 840,Notebook,14.0,8.0,Windows 10,1.48,1749.0,0,1920x1080,2.8,Intel,Intel,1000.0,SSD,0.0,NaN
505,Lenovo,ThinkPad 13,Notebook,13.3,8.0,Windows 10,1.4,949.0,0,1920x1080,2.4,Intel,Intel,256.0,SSD,0.0,NaN
506,Lenovo,ThinkPad L570,Notebook,15.6,8.0,Windows 10,2.3,911.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
